species,name,group
Dog,Lhasa Apso/Miniature Poodle,Non-Sporting; Toy
Dog,Airedale Terrier Mix,Terrier
Dog,Rhod Ridgeback/Labrador Retriever,Sporting; Hound
Dog,Dachshund/Cardigan Welsh Corgi,Herding; Hound
Dog,Dachshund/Chinese Sharpei,Toy; Hound
Dog,Great Pyrenees/English Setter,Sporting; Working
Dog,Labrador Retriever/Bloodhound,Sporting; Hound
Dog,Miniature Schnauzer/Scottish Terrier,Terrier
Dog,Great Dane/Pit Bull,Terrier; Working
Dog,American Bulldog/Chinese Sharpei,Toy; Hound
Dog,Shiba Inu/Chinese Sharpei,Non-Sporting; Toy
Dog,Black Mouth Cur/Blue Lacy,Herding; Hound
Dog,German Shepherd/Chinese Sharpei,Herding; Toy
Dog,Newfoundland/Queensland Heeler,Herding; Working
Dog,Standard Schnauzer/Soft Coated Wheaten Terrier,Terrier; Working
Dog,Border Collie/Plott Hound,Herding; Hound
Dog,Pug/French Bulldog,Non-Sporting; Toy
Dog,Boxer/American Staffordshire Terrier,Terrier; Working
Dog,Shih Tzu/Dachshund,Hound; Toy
Dog,Norfolk Terrier/Bruss Griffon,Toy; Terrier
Dog,Miniature Poodle/Cairn Terrier,Toy; Terrier
Dog,Schnauzer Giant Mix,Working
Dog,Dachshund Longhair/Cairn Terrier,Hound; Terrier
Dog,Chow Chow/Labrador Retriever,Non-Sporting; Sporting
Dog,Greater Swiss Mountain Dog Mix,Working
Dog,Jack Russell Terrier/Unknown,Herding; Terrier
Dog,Pit Bull/Dachshund,Hound; Terrier
Dog,Catahoula/Black Mouth Cur,Hound; Toy
Dog,Chow Chow/Chinese Sharpei,Non-Sporting; Toy
Dog,Maltese/Yorkshire,Toy
Dog,American Wirehair Mix,Terrier
Dog,Finnish Spitz/Dachshund,Non-Sporting; Hound
Dog,Basset Hound/Golden Retriever,Sporting; Hound
Dog,Pit Bull/Border Collie,Herding; Terrier
Dog,Cairn Terrier/Affenpinscher,Toy; Terrier
Dog,Chow Chow/Australian Kelpie,Non-Sporting; Terrier
Dog,Beagle/American Staffordshire Terrier,Hound; Terrier
Dog,Siberian Husky,Working
Dog,Border Terrier/Dachshund,Hound; Terrier
Dog,Boxer/Chinese Sharpei,Toy; Working
Dog,English Bulldog,Non-Sporting
Dog,Labrador Retriever/Rhod Ridgeback,Sporting; Hound
Dog,Shih Tzu/Affenpinscher,Toy
Dog,American Pit Bull Terrier/Pit Bull,Terrier
Dog,German Shepherd/Chow Chow,Non-Sporting; Herding
Dog,Beagle/Cardigan Welsh Corgi,Herding; Hound
Dog,Irish Wolfhound Mix,Hound
Dog,Pit Bull/Flat Coat Retriever,Sporting; Terrier
Dog,West Highland/Chihuahua Shorthair,Toy; Terrier
Dog,Australian Shepherd/Chihuahua Shorthair,Herding; Toy
Dog,Yorkshire Terrier/Chinese Crested,Toy
Dog,Boston Terrier Mix,Non-Sporting
Dog,Alaskan Malamute/German Shepherd,Herding; Working
Dog,Australian Shepherd/Rhod Ridgeback,Herding; Hound
Dog,Miniature Schnauzer/West Highland,Terrier
Dog,Miniature Poodle/Miniature Schnauzer,Toy; Terrier
Dog,Cairn Terrier/Shih Tzu,Toy; Terrier
Dog,Alaskan Husky Mix,Working
Dog,Jack Russell Terrier/Italian Greyhound,Toy; Terrier
Dog,Siberian Husky Mix,Working
Dog,Norfolk Terrier Mix,Terrier
Dog,Boxer/Beagle,Hound; Working
Dog,Cardigan Welsh Corgi/Dachshund,Herding; Hound
Dog,Vizsla,Sporting
Dog,Boxer/Akita,Working
Dog,Beagle/Pembroke Welsh Corgi,Herding; Hound
Dog,Dachshund/Beagle,Hound
Dog,Chihuahua Shorthair/Pomeranian,Toy
Dog,Boston Terrier,Non-Sporting
Dog,Boxer/Miniature Poodle,Toy; Working
Dog,Bluetick Hound Mix,Hound
Dog,Siamese,Working
Dog,Cocker Spaniel/Pembroke Welsh Corgi,Sporting; Herding
Dog,American Bulldog/Schnauzer Giant,Hound; Working
Dog,Rhod Ridgeback/Pit Bull,Hound; Terrier
Dog,Pit Bull/Carolina Dog,Terrier; Working
Dog,Boxer/American Pit Bull Terrier,Terrier; Working
Dog,American Foxhound,Hound
Dog,Bombay Mix,Sporting
Dog,Russian Blue Mix,Working
Dog,Newfoundland/Australian Cattle Dog,Herding; Working
Dog,Doberman Pinsch Mix,Working
Dog,Boxer/Pointer,Sporting; Working
Dog,Angora/Persian,Toy; Working
Dog,Manchester Terrier/Norfolk Terrier,Toy; Terrier
Dog,Dachshund/German Shepherd,Herding; Hound
Dog,Boston Terrier/Pointer,Non-Sporting; Sporting
Dog,Australian Cattle Dog/Staffordshire,Herding; Terrier
Dog,Pit Bull/Blue Lacy,Herding; Terrier
Dog,Dachshund,Hound
Dog,German Shepherd/Collie Rough,Herding
Dog,Plott Hound Mix,Hound
Dog,Rat Terrier/Boston Terrier,Non-Sporting; Terrier
Dog,Border Collie/Dachshund,Herding; Hound
Dog,German Shepherd/Redbone Hound,Herding; Hound
Dog,Border Collie/Standard Schnauzer,Herding; Working
Dog,Bichon Frise/Toy Poodle,Non-Sporting; Toy
Dog,Labrador Retriever/Shiba Inu,Non-Sporting; Sporting
Dog,Labrador Retriever/Pembroke Welsh Corgi,Sporting; Herding
Dog,Pomeranian/Border Terrier,Toy; Terrier
Dog,Australian Shepherd Mix,Herding
Dog,Border Collie/Pembroke Welsh Corgi,Herding
Dog,Basset Hound/English Cocker Spaniel,Sporting; Hound
Dog,Chihuahua Shorthair/Basset Hound,Hound; Toy
Dog,Cairn Terrier Mix,Terrier
Dog,Dachshund Wirehair/Miniature Schnauzer,Hound; Terrier
Dog,Rottweiler/Basset Hound,Hound; Working
Dog,Miniature Poodle/Bichon Frise,Non-Sporting; Toy
Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,Herding; Toy
Dog,Pit Bull/Pointer,Sporting; Terrier
Dog,Australian Cattle Dog/Vizsla,Herding; Sporting
Dog,Beagle/Pit Bull,Hound; Terrier
Dog,Australian Kelpie/Shiba Inu,Non-Sporting; Terrier
Dog,Chinese Sharpei/Airedale Terrier,Toy; Terrier
Dog,Great Pyrenees/Collie Rough,Herding; Working
Dog,Cavalier Span/Toy Poodle,Non-Sporting; Sporting; Toy
Dog,Black Mouth Cur/German Shepherd,Herding; Hound
Dog,American Foxhound/Labrador Retriever,Sporting; Hound
Dog,Maltese,Toy
Dog,Pointer/Labrador Retriever,Sporting
Dog,Plott Hound/Bull Terrier,Hound; Terrier
Dog,Pug/Schipperke,Non-Sporting; Toy
Dog,Norwich Terrier Mix,Terrier
Dog,Shetland Sheepdog Mix,Herding
Dog,French Bulldog/Miniature Schnauzer,Non-Sporting; Terrier
Dog,Silky Terrier/Maltese,Toy
Dog,Australian Kelpie/Blue Lacy,Herding; Terrier
Dog,Labrador Retriever/Dalmatian,Non-Sporting; Sporting
Dog,Boykin Span Mix,Sporting
Dog,Feist/Chihuahua Shorthair,Non-Sporting; Toy
Dog,Belgian Malinois/Australian Shepherd,Herding
Dog,Redbone Hound/Anatol Shepherd,Hound; Working
Dog,Rat Terrier/Chihuahua Longhair,Toy; Terrier
Dog,Yorkshire Terrier/Pomeranian,Toy
Dog,Chihuahua Shorthair/Whippet,Hound; Toy
Dog,Maltese/Dachshund,Hound; Toy
Dog,Jack Russell Terrier/Border Collie,Herding; Terrier
Dog,American Bulldog,Hound
Dog,Miniature Schnauzer/Cairn Terrier,Terrier
Dog,Miniature Pinscher/Whippet,Hound; Toy
Dog,German Shepherd/Catahoula,Herding; Toy
Dog,Border Terrier/Standard Schnauzer,Terrier; Working
Dog,Catahoula/Jack Russell Terrier,Toy; Terrier
Dog,Chihuahua Shorthair/Smooth Fox Terrier,Toy; Terrier
Dog,Australian Shepherd/English Setter,Herding; Sporting
Dog,Golden Retriever/Chow Chow,Non-Sporting; Sporting
Dog,English Foxhound Mix,Hound
Dog,Blue Lacy Mix,Herding
Dog,Jack Russell Terrier/Beagle,Hound; Terrier
Dog,Basenji Mix,Hound
Dog,Dachshund/Belgian Malinois,Herding; Hound
Dog,American Staffordshire Terrier/Plott Hound,Hound; Terrier
Dog,Shiba Inu,Non-Sporting
Dog,Domestic Shorthair,Sporting
Dog,Pit Bull/Chow Chow,Non-Sporting; Terrier
Dog,Standard Poodle,Working
Dog,Carolina Dog,Working
Dog,Lhasa Apso/Cocker Spaniel,Non-Sporting; Sporting
Dog,Doberman Pinsch/Pit Bull,Terrier; Working
Dog,Staffordshire/Australian Cattle Dog,Herding; Terrier
Dog,Toy Poodle/Yorkshire Terrier,Non-Sporting; Toy
Dog,Treeing Tennesse Brindle,Toy
Dog,German Shepherd/Golden Retriever,Herding; Sporting
Dog,Harrier/Catahoula,Toy; Hound
Dog,Miniature Pinscher/Pomeranian,Toy
Dog,Chinese Sharpei/American Bulldog,Hound; Toy
Dog,Border Collie/Siberian Husky,Herding; Working
Dog,Great Pyrenees/Border Collie,Herding; Working
Dog,Mastiff/Dutch Shepherd,Herding; Working
Dog,German Wirehaired Pointer/Labrador Retriever,Sporting
Dog,Collie Rough/Chinese Sharpei,Herding; Toy
Dog,Boxer/Greyhound,Hound; Working
Dog,Whippet/Whippet,Hound
Dog,Cardigan Welsh Corgi/Australian Cattle Dog,Herding
Dog,Himalayan,Non-Sporting
Dog,Border Collie/Pit Bull,Herding; Terrier
Dog,Maltese/Jack Russell Terrier,Toy; Terrier
Dog,German Shepherd/Swedish Vallhund,Herding
Dog,Burmese,Toy
Dog,Chihuahua Shorthair/Shih Tzu,Toy
Dog,Basset Hound,Hound
Dog,American Pit Bull Terrier/American Pit Bull Terrier,Terrier
Dog,Domestic Medium Hair,Terrier
Dog,Pointer/Chinese Sharpei,Sporting; Toy
Dog,Jack Russell Terrier/Manchester Terrier,Toy; Terrier
Dog,Vizsla/Staffordshire,Sporting; Terrier
Dog,Great Pyrenees/Australian Shepherd,Herding; Working
Dog,Javanese Mix,Toy
Dog,Chihuahua Shorthair/Miniature Schnauzer,Toy; Terrier
Dog,Chow Chow/Australian Cattle Dog,Non-Sporting; Herding
Dog,Chihuahua Longhair/Cocker Spaniel,Sporting; Toy
Dog,Border Collie/Labrador Retriever,Herding; Sporting
Dog,American Foxhound Mix,Hound
Dog,English Shepherd,Sporting
Dog,Australian Shepherd/Boxer,Herding; Working
Dog,Australian Kelpie,Terrier
Dog,Chihuahua Shorthair/French Bulldog,Non-Sporting; Toy
Dog,Smooth Fox Terrier/Jack Russell Terrier,Terrier
Dog,Pembroke Welsh Corgi,Herding
Dog,Pembroke Welsh Corgi/Dachshund,Herding; Hound
Dog,English Bulldog Mix,Non-Sporting
Dog,Norfolk Terrier/Standard Poodle,Terrier; Working
Dog,Chow Chow/Pit Bull,Non-Sporting; Terrier
Dog,German Shepherd/Alaskan Husky,Herding; Working
Dog,Dachshund Longhair/Chihuahua Shorthair,Toy; Hound
Dog,Canaan Dog/Pit Bull,Terrier; Working
Dog,Pit Bull/Border Terrier,Terrier
Dog,Lhasa Apso,Non-Sporting
Dog,Bull Terrier Mix,Terrier
Dog,Maltese/Papillon,Toy
Dog,Anatol Shepherd/Redbone Hound,Hound; Working
Dog,Chihuahua Shorthair/German Shepherd,Herding; Toy
Dog,Soft Coated Wheaten Terrier/Yorkshire Terrier,Toy; Terrier
Dog,Chihuahua Shorthair/Basenji,Hound; Toy
Dog,Pug/Pekingese,Toy
Dog,Jack Russell Terrier/Pointer,Sporting; Terrier
Dog,American Eskimo Mix,Non-Sporting
Dog,Domestic Longhair/Rex,Hound
Dog,Boxer/Pit Bull,Terrier; Working
Dog,Wire Hair Fox Terrier/German Shepherd,Herding; Terrier
Dog,Labrador Retriever/Newfoundland,Sporting; Working
Dog,Chow Chow/English Cocker Spaniel,Non-Sporting; Sporting
Dog,Cocker Spaniel/Dachshund,Sporting; Hound
Dog,Pomeranian/Chihuahua Shorthair,Toy
Dog,Dutch Shepherd/Anatol Shepherd,Herding; Working
Dog,Flat Coat Retriever/Labrador Retriever,Sporting
Dog,Toy Poodle/Maltese,Non-Sporting; Toy
Dog,Labrador Retriever/Chesa Bay Retr,Sporting
Dog,Cavalier Span Mix,Sporting
Dog,Rat Terrier/English Pointer,Sporting; Terrier
Dog,Manchester Terrier/Australian Kelpie,Toy; Terrier
Dog,Great Dane/Mastiff,Working
Dog,Australian Cattle Dog/American Staffordshire Terrier,Herding; Terrier
Dog,Great Pyrenees/Labrador Retriever,Sporting; Working
Dog,Pekingese/Catahoula,Toy
Dog,Old English Sheepdog,Herding
Dog,Catahoula/Whippet,Hound; Toy
Dog,Norwegian Elkhound Mix,Hound
Dog,Boxer/Catahoula,Toy; Working
Dog,Australian Cattle Dog/Pembroke Welsh Corgi,Herding
Dog,Wire Hair Fox Terrier/Golden Retriever,Sporting; Terrier
Dog,Manchester Terrier/Toy Fox Terrier,Toy; Terrier
Dog,German Shepherd/Pembroke Welsh Corgi,Herding
Dog,American Pit Bull Terrier/Boxer,Terrier; Working
Dog,American Staffordshire Terrier,Terrier
Dog,Pit Bull/Pharaoh Hound,Hound; Terrier
Dog,Flat Coat Retriever/Papillon,Sporting; Toy
Dog,Bernese Mountain Dog/Rottweiler,Working
Dog,Newfoundland/Great Pyrenees,Working
Dog,Dachshund/Parson Russell Terrier,Hound; Terrier
Dog,Mastiff Mix,Working
Dog,Catahoula/Labrador Retriever,Sporting; Toy
Dog,Catahoula/American Pit Bull Terrier,Toy; Terrier
Dog,Dachshund Longhair/Miniature Poodle,Toy; Hound
Dog,Anatol Shepherd/Mastiff,Working
Dog,Black Mouth Cur/Mastiff,Hound; Working
Dog,Beagle/Rat Terrier,Hound; Terrier
Dog,Rottweiler/Chow Chow,Non-Sporting; Working
Dog,Labrador Retriever/Australian Cattle Dog,Sporting; Herding
Dog,Pointer Mix,Sporting
Dog,Wirehaired Pointing Griffon Mix,Sporting
Dog,Chihuahua Shorthair/Chinese Sharpei,Toy
Dog,Podengo Pequeno Mix,Non-Sporting; Toy
Dog,English Bulldog/Cairn Terrier,Non-Sporting; Terrier
Dog,Pointer/Rhod Ridgeback,Sporting; Hound
Dog,Greyhound,Hound
Dog,Border Terrier/Labrador Retriever,Sporting; Terrier
Dog,Rat Terrier/Beagle,Hound; Terrier
Dog,American Staffordshire Terrier/Labrador Retriever,Sporting; Terrier
Dog,Chihuahua Shorthair/Mexican Hairless,Toy
Dog,Australian Kelpie/Whippet,Hound; Terrier
Dog,Alaskan Malamute/Border Collie,Herding; Working
Dog,Pug/Pomeranian,Toy
Dog,Manx Mix,Non-Sporting
Dog,Cardigan Welsh Corgi/Cocker Spaniel,Herding; Sporting
Dog,Australian Cattle Dog/Labrador Retriever,Herding; Sporting
Dog,Soft Coated Wheaten Terrier,Terrier
Dog,Scottish Terrier/Basset Hound,Hound; Terrier
Dog,Norwich Terrier/Cairn Terrier,Terrier
Dog,Rottweiler/Boxer,Working
Dog,Dachshund/Pembroke Welsh Corgi,Herding; Hound
Dog,Collie Smooth,Herding
Dog,Great Dane/Anatol Shepherd,Working
Dog,Chinese Sharpei Mix,Toy
Dog,Ragdoll Mix,Herding
Dog,Labrador Retriever/Harrier,Sporting; Hound
Dog,Bruss Griffon/Chihuahua Shorthair,Toy
Dog,Norfolk Terrier,Terrier
Dog,Border Collie/Whippet,Herding; Hound
Dog,Leonberger Mix,Working
Dog,Soft Coated Wheaten Terrier/Standard Poodle,Terrier; Working
Dog,Alaskan Husky/Australian Shepherd,Herding; Working
Dog,Chesa Bay Retr/Labrador Retriever,Sporting
Dog,Beagle/Pug,Toy; Hound
Dog,Lhasa Apso/Dachshund,Non-Sporting; Hound
Dog,Labrador Retriever/Great Pyrenees,Sporting; Working
Dog,Shetland Sheepdog/Cardigan Welsh Corgi,Herding
Dog,Border Terrier/Rat Terrier,Terrier
Dog,Wire Hair Fox Terrier,Terrier
Dog,Basenji/Chow Chow,Non-Sporting; Hound
Dog,Mastiff/Boxer,Working
Dog,Queensland Heeler/Border Collie,Herding
Dog,Chihuahua Shorthair Mix,Toy
Dog,American Foxhound/Pointer,Sporting; Hound
Dog,Harrier/Pointer,Sporting; Hound
Dog,Schnauzer Giant/Labrador Retriever,Sporting; Working
Dog,Boxer/Anatol Shepherd,Working
Dog,Miniature Schnauzer/Pug,Toy; Terrier
Dog,Labrador Retriever/Weimaraner,Sporting
Dog,Labrador Retriever/Mastiff,Sporting; Working
Dog,Collie Rough/Pointer,Herding; Sporting
Dog,Yorkshire Terrier/Toy Poodle,Non-Sporting; Toy
Dog,French Bulldog/Chihuahua Shorthair,Non-Sporting; Toy
Dog,Australian Cattle Dog/Collie Smooth,Herding
Dog,Dogo Argentino Mix,Working
Dog,Scottish Terrier/Cairn Terrier,Terrier
Dog,Soft Coated Wheaten Terrier/Chihuahua Shorthair,Toy; Terrier
Dog,Chihuahua Shorthair/Welsh Terrier,Toy; Terrier
Dog,Flat Coat Retriever/Australian Cattle Dog,Sporting; Herding
Dog,Plott Hound,Hound
Dog,Pit Bull/Chinese Sharpei,Toy; Terrier
Dog,Feist Mix,Non-Sporting
Dog,Dachshund Wirehair/Border Terrier,Hound; Terrier
Dog,Angora Mix,Working
Dog,Chihuahua Longhair/Pomeranian,Toy
Dog,American Bulldog/Great Pyrenees,Hound; Working
Dog,English Bulldog/Beagle,Non-Sporting; Hound
Dog,Labrador Retriever/Spanish Water Dog,Sporting; Herding
Dog,Weimaraner/Labrador Retriever,Sporting
Dog,Blue Lacy/Australian Kelpie,Herding; Terrier
Dog,Canaan Dog Mix,Working
Dog,Himalayan Mix,Non-Sporting
Dog,Australian Shepherd/Chow Chow,Non-Sporting; Herding
Dog,Italian Greyhound/Beagle,Hound; Toy
Dog,Jack Russell Terrier/Welsh Terrier,Terrier
Dog,Black/Tan Hound/Black Mouth Cur,Herding; Hound
Dog,English Bulldog/American Staffordshire Terrier,Non-Sporting; Terrier
Dog,Cairn Terrier/Miniature Schnauzer,Terrier
Dog,Dachshund/Havanese,Toy; Hound
Dog,Australian Kelpie/Chinese Sharpei,Toy; Terrier
Dog,English Bulldog/Boxer,Non-Sporting; Working
Dog,Bruss Griffon/Maltese,Toy
Dog,Dachshund Longhair,Hound
Dog,Jack Russell Terrier/Brittany,Sporting; Terrier
Dog,Jack Russell Terrier/Cairn Terrier,Terrier
Dog,Dachshund Wirehair Mix,Hound
Dog,Pit Bull/Bull Terrier,Terrier
Dog,Australian Shepherd/Labrador Retriever,Herding; Sporting
Dog,American Staffordshire Terrier/Pit Bull,Terrier
Dog,Black Mouth Cur,Hound
Dog,Nova Scotia Duck Tolling Retriever Mix,Sporting
Dog,Beauceron,Herding
Dog,Blue Lacy/Great Dane,Herding; Working
Dog,Black Mouth Cur/Australian Cattle Dog,Herding; Hound
Dog,Papillon/Australian Cattle Dog,Herding; Toy
Dog,Plott Hound/Whippet,Hound
Dog,Staffordshire/Boxer,Terrier; Working
Dog,Pug/Boston Terrier,Non-Sporting; Toy
Dog,Chihuahua Shorthair/Affenpinscher,Toy
Dog,Silky Terrier,Toy
Dog,Affenpinscher Mix,Toy
Dog,Cardigan Welsh Corgi Mix,Herding
Dog,Hovawart Mix,Sporting
Dog,English Coonhound/Italian Greyhound,Toy; Hound
Dog,Rottweiler Mix,Working
Dog,Manchester Terrier/Pembroke Welsh Corgi,Herding; Toy; Terrier
Dog,Doberman Pinsch/Catahoula,Toy; Working
Dog,Labrador Retriever/Vizsla,Sporting
Dog,Dachshund/Bloodhound,Hound
Dog,Airedale Terrier,Terrier
Dog,Irish Terrier/Irish Wolfhound,Hound; Terrier
Dog,Chihuahua Longhair/Pug,Toy
Dog,Australian Shepherd/Siberian Husky,Herding; Working
Dog,Jack Russell Terrier/Shih Tzu,Toy; Terrier
Dog,Labrador Retriever/Doberman Pinsch,Sporting; Working
Dog,Dogo Argentino/Labrador Retriever,Sporting; Working
Dog,Bichon Frise Mix,Non-Sporting
Dog,Jack Russell Terrier/Labrador Retriever,Sporting; Terrier
Dog,St. Bernard Rough Coat/German Shepherd,Herding; Working
Dog,Whippet/Borzoi,Hound
Dog,Finnish Spitz,Non-Sporting
Dog,Dachshund Wirehair/Pbgv,Toy; Hound
Dog,Dachshund/Harrier,Hound
Dog,Pomeranian/Schipperke,Non-Sporting; Toy
Dog,Miniature Poodle/American Eskimo,Non-Sporting; Toy
Dog,Boxer/Dogue De Bordeaux,Working
Dog,Parson Russell Terrier Mix,Terrier
Dog,Great Dane/Boxer,Working
Dog,German Shepherd/Doberman Pinsch,Herding; Working
Dog,Pit Bull/Labrador Retriever,Sporting; Terrier
Dog,Australian Cattle Dog/Rhod Ridgeback,Herding; Hound
Dog,Greyhound Mix,Hound
Dog,Australian Kelpie/American Pit Bull Terrier,Terrier
Dog,Pembroke Welsh Corgi/Pit Bull,Herding; Terrier
Dog,Chinese Sharpei/Great Dane,Toy; Working
Dog,Chihuahua Shorthair/Dachshund,Hound; Toy
Dog,Treeing Walker Coonhound/Australian Cattle Dog,Herding; Hound
Dog,Italian Greyhound/Chihuahua Shorthair,Toy
Dog,German Shepherd/Collie Smooth,Herding
Dog,Flat Coat Retriever/German Shepherd,Sporting; Herding
Dog,Swedish Vallhund Mix,Herding
Dog,Chihuahua Shorthair/Cairn Terrier,Toy; Terrier
Dog,Golden Retriever/Finnish Spitz,Non-Sporting; Sporting
Dog,Labrador Retriever/Chow Chow,Non-Sporting; Sporting
Dog,Border Collie/Mastiff,Herding; Working
Dog,Queensland Heeler/Chihuahua Shorthair,Herding; Toy
Dog,Pbgv,Toy
Dog,German Shorthair Pointer/Australian Cattle Dog,Sporting; Herding
Dog,Miniature Pinscher/Dachshund,Hound; Toy
Dog,Miniature Pinscher,Toy
Dog,Pit Bull/Alaskan Husky,Terrier; Working
Dog,Devon Rex Mix,Working
Dog,Cairn Terrier/Yorkshire Terrier,Toy; Terrier
Dog,American Staffordshire Terrier/French Bulldog,Non-Sporting; Terrier
Dog,American Pit Bull Terrier Mix,Terrier
Dog,English Shepherd Mix,Sporting
Dog,Australian Cattle Dog/Beagle,Herding; Hound
Dog,Beagle/Staffordshire,Hound; Terrier
Dog,Alaskan Malamute/Alaskan Husky,Working
Dog,Catahoula/Cardigan Welsh Corgi,Herding; Toy
Dog,Black/Tan Hound/Siberian Husky,Herding; Hound; Working
Dog,German Wirehaired Pointer,Sporting
Dog,German Shepherd/Bull Terrier,Herding; Terrier
Dog,Labrador Retriever/American Foxhound,Sporting; Hound
Dog,Great Dane Mix,Working
Dog,Jack Russell Terrier/Australian Cattle Dog,Herding; Terrier
Dog,Smooth Fox Terrier Mix,Terrier
Dog,Lowchen Mix,Non-Sporting
Dog,Basset Hound/Australian Shepherd,Herding; Hound
Dog,American Staffordshire Terrier Mix,Terrier
Dog,Maltese/Lhasa Apso,Non-Sporting; Toy
Dog,Dachshund Longhair Mix,Hound
Dog,Bluetick Hound/Australian Kelpie,Hound; Terrier
Dog,Labrador Retriever/Alaskan Malamute,Sporting; Working
Dog,Dachshund/Australian Cattle Dog,Herding; Hound
Dog,Yorkshire Terrier/Dachshund Wirehair,Hound; Toy
Dog,Dutch Shepherd,Herding
Dog,Cairn Terrier/Chihuahua Longhair,Toy; Terrier
Dog,Papillon/Skye Terrier,Toy; Terrier
Dog,Mastiff/Pit Bull,Terrier; Working
Dog,Queensland Heeler Mix,Herding
Dog,Labrador Retriever/Greyhound,Sporting; Hound
Dog,Boxer/German Shepherd,Herding; Working
Dog,Snowshoe Mix,Non-Sporting
Dog,Labrador Retriever/Queensland Heeler,Sporting; Herding
Dog,Domestic Medium Hair/Siamese,Terrier; Working
Dog,Cardigan Welsh Corgi/Australian Shepherd,Herding
Dog,Beagle/Australian Shepherd,Herding; Hound
Dog,Sealyham Terr Mix,Terrier
Dog,Redbone Hound/Boxer,Hound; Working
Dog,Presa Canario Mix,Working
Dog,Manx/Domestic Longhair,Non-Sporting; Hound
Dog,Australian Cattle Dog Mix,Herding
Dog,Chihuahua Shorthair/Border Collie,Herding; Toy
Dog,Plott Hound/German Shepherd,Herding; Hound
Dog,Miniature Pinscher/Pug,Toy
Dog,Vizsla/Dachshund,Sporting; Hound
Dog,Collie Smooth/Boxer,Herding; Working
Dog,Pit Bull/Basset Hound,Hound; Terrier
Dog,Black/Tan Hound/Labrador Retriever,Herding; Hound; Sporting
Dog,Maltese/Toy Poodle,Non-Sporting; Toy
Dog,Standard Schnauzer,Working
Dog,Dutch Shepherd/Labrador Retriever,Herding; Sporting
Dog,Abyssinian Mix,Working
Dog,Vizsla Mix,Sporting
Dog,Australian Shepherd/Beagle,Herding; Hound
Dog,Shih Tzu/Cocker Spaniel,Sporting; Toy
Dog,Turkish Van Mix,Herding
Dog,Collie Rough Mix,Herding
Dog,Lhasa Apso Mix,Non-Sporting
Dog,Chinese Sharpei/Pit Bull,Toy; Terrier
Dog,Rhod Ridgeback Mix,Hound
Dog,Manchester Terrier Mix,Toy; Terrier
Dog,Jack Russell Terrier/Basset Hound,Hound; Terrier
Dog,English Setter Mix,Sporting
Dog,Parson Russell Terrier/Chihuahua Shorthair,Toy; Terrier
Dog,Border Collie/Rottweiler,Herding; Working
Dog,Chihuahua Longhair/Queensland Heeler,Herding; Toy
Dog,Treeing Walker Coonhound Mix,Hound
Dog,Shih Tzu/Havanese,Toy
Dog,Pembroke Welsh Corgi/Golden Retriever,Herding; Sporting
Dog,Chihuahua Shorthair/Pit Bull,Toy; Terrier
Dog,Shih Tzu Mix,Toy
Dog,Boxer/Doberman Pinsch,Working
Dog,Toy Poodle,Non-Sporting; Toy
Dog,Greyhound/Dalmatian,Non-Sporting; Hound
Dog,Blue Lacy/Weimaraner,Herding; Sporting
Dog,Border Terrier/West Highland,Terrier
Dog,Dachshund Mix,Hound
Dog,Leonberger,Working
Dog,Labrador Retriever/Jack Russell Terrier,Sporting; Terrier
Dog,Pekingese/Miniature Poodle,Toy
Dog,Shetland Sheepdog/Italian Greyhound,Herding; Toy
Dog,Saluki,Hound
Dog,Pit Bull/St. Bernard Smooth Coat,Terrier; Working
Dog,Dachshund Wirehair/Miniature Poodle,Toy; Hound
Dog,Collie Smooth/Beagle,Herding; Hound
Dog,Queensland Heeler/Pointer,Herding; Sporting
Dog,Akita/Chow Chow,Non-Sporting; Working
Dog,Australian Kelpie/Labrador Retriever,Sporting; Terrier
Dog,Papillon/Pomeranian,Toy
Dog,Australian Cattle Dog/Great Pyrenees,Herding; Working
Dog,Snowshoe/Ragdoll,Non-Sporting; Herding
Dog,American Eskimo,Non-Sporting
Dog,Italian Greyhound,Toy
Dog,Cymric Mix,Terrier
Dog,Chartreux Mix,Hound
Dog,Anatol Shepherd/Siberian Husky,Working
Dog,Catahoula,Toy
Dog,Old English Bulldog Mix,Non-Sporting
Dog,Labrador Retriever/Boston Terrier,Non-Sporting; Sporting
Dog,French Bulldog/English Bulldog,Non-Sporting
Dog,Labrador Retriever/Pit Bull,Sporting; Terrier
Dog,Bernese Mountain Dog Mix,Working
Dog,Golden Retriever/Akita,Sporting; Working
Dog,Shih Tzu/Maltese,Toy
Dog,British Shorthair,Sporting
Dog,Akita Mix,Working
Dog,Devon Rex,Working
Dog,Dachshund/Dachshund,Hound
Dog,Chihuahua Longhair,Toy
Dog,Shiba Inu/Siberian Husky,Non-Sporting; Working
Dog,Beagle/Pointer,Sporting; Hound
Dog,Rat Terrier/Jack Russell Terrier,Terrier
Dog,Australian Shepherd/Cocker Spaniel,Herding; Sporting
Dog,Turkish Angora Mix,Toy
Dog,Golden Retriever/Collie Rough,Sporting; Herding
Dog,Norfolk Terrier/Dachshund Wirehair,Hound; Terrier
Dog,Miniature Schnauzer/Maltese,Toy; Terrier
Dog,Whippet/Beagle,Hound
Dog,Miniature Poodle/Havanese,Toy
Dog,Chinese Crested Mix,Toy
